station,lat,lon
Zaczernie,50.0953908,21.9794148
Zagajnik,51.2701275,15.2994411
Zagnańsk,50.9744474,20.6634975
Zagościniec,52.3648837,21.2805848
Zagrody,50.0514746,22.9048847
Zagrody Kościół,51.0785319,23.1904113
Zagórz,49.5136571,22.2645083
Zajezierce,53.1013553,23.3581187
Zajezierze koło Dęblina,51.5420504,21.8172588
Zaklików,50.7684666,22.1084084
Zaklików Miasto,50.7547831,22.0933398
Zakopane,49.3087943,19.9695738
Zakrzewo Złotowskie,53.4164126,17.1407908
Zakrzów Kotowice,51.0357832,17.2100505
Zakrzów-Sarnowo,,
Zalesie Górne,52.0267894,21.0416057
Zalesie Krasieńskie,51.121702,23.1664614
Zamek Bulowicki,49.880075,19.263448
Zamość,50.7135833,23.2385958
Zamość Bortatycze,,
Zamość Starówka,50.7170517,23.2626481
Zamość Wschód,50.7224867,23.2760175
Zaosie,51.6335454,19.9335709
Zarośle,53.6643943,18.1174351
Zarszyn,49.5841665,22.0195565
Zarzecze,50.3630874,19.6984451
Zarębki,50.2724546,21.7620319
Zasieki,51.7355133,14.669204
Zastocze,53.3123872,22.8574355
Zastów,50.1237784,20.0690701
Zator,50.0022619,19.4289372
Zawada,50.7159984,23.1253606
Zawadzkie,50.6089622,18.4735585
Zawadówka,51.1241097,23.3550312
Zawiercie,50.481009,19.4231231
Zawiercie Borowe Pole,50.5107897,19.3990067
Zblewo,53.942726,18.3053339
Zbydniów,50.6345402,21.9213683
Zbąszynek,52.2426128,15.8181758
Zbąszyń,52.2594116,15.8947648
Zdrody Nowe,52.9541569,22.7825137
Zduny,51.6464157,17.3662662
Zduńska Wola,51.6113628,18.9472078
Zduńska Wola Karsznice,51.5890163,18.9947256
Zdzieszowice,50.4217225,18.1265296
Zebrzydowa,51.2546842,15.3891682
Zebrzydowice,49.8703282,18.6231281
Zembrzyce,49.7749692,19.5914722
Zgierz,51.8494636,19.4257929
Zgierz Jaracza,51.8637823,19.422434
Zgierz Kontrewers,51.8648027,19.3404051
Zgierz Północ,51.8690751,19.3837166
Zgorzelec,51.1401724,15.0030407
Zgorzelec Miasto,51.1548002,15.0201231
Zieleń,53.2164638,18.9308999
Zielona Góra Główna,51.9474642,15.5132122
Zielona Góra Nowy Kisielin,51.9154425,15.6270056
Zielona Góra Przylep,51.9778876,15.4387744
Zielona Góra Stary Kisielin,51.9362384,15.5901922
Zielonczyn,53.1509902,17.8081558
Zielone Wzgórza,52.5652259,17.00857
Zielonka,52.3114582,21.1568511
Zielonka Bankowa,52.2914516,21.1540209
Zielonka Pasłęcka,53.9808815,19.7009654
Zielonka Pomorska,53.5775197,18.1092824
Ziemomyśl,53.1671009,15.3021076
Zimnochy,52.9547624,23.0854215
Ziębice,50.6085,17.0338855
Zubrzyk,49.3874778,20.7538512
Zwardoń,49.5043198,18.97742
Zwierzyniec,52.3997487,16.992445
Zygmuntowo Mazowieckie,52.7275437,21.5257061
Ząbkowice Śląskie,50.5972985,16.812773
Ząbrowo,53.637318,19.4608192
Zębice Wrocławskie,51.0066673,17.1620734
Złojec,50.7685363,23.1009898
Złotkowo,52.5099706,16.8306219
Złotniki,52.4960912,16.8358474
Złotniki Grzybowe,52.4840942,16.8441638
Złotniki Kujawskie,52.9036425,18.1473261
Złotów,53.3588889,17.0529701
Ładzin,53.9111124,14.5624754
Łambinowice,50.537633,17.5653022
Łankiejmy,54.1424186,21.0696009
Łapy,52.9903414,22.8842468
Łapy Osse,52.9741084,22.8401985
Łask,51.6037433,19.1117876
Łaskarzew Przystanek,51.7981648,21.6084962
Ławica,50.4775664,16.6707495
Łaziska Górne,50.1593894,18.8452326
Łaziska Górne Brada,50.1580552,18.8208179
Łaziska Średnie,,
Łaznów,51.631197,19.7548526
Łazy,50.4300849,19.3918857
Łańcut,50.0817497,22.226396
Łeba,54.7559677,17.5534151
Łobez,53.6366544,15.6277294
Łochów,52.5339648,21.6875326
Łodygowice,49.7251478,19.1413337
Łodygowice Górne,49.7357312,19.1236922
Łomnica-Zdrój,,
Łopatki,51.3297113,22.1515295
Łopuchowo,52.6135089,17.0949172
Łopuchowo Osiedle,52.6190438,17.1098552
Łosiów,50.7885801,17.5517526
Łososiowice,51.2970738,16.6750767
Łowczów,49.9127372,21.0035532
Łowczówek Pleśna,49.9279064,20.9495946
Łowicz Główny,52.1057274,19.9542513
Łowicz Przedmieście,52.093053,19.9466922
Łoźnica,53.6901937,14.8661902
Łubiana,54.1148169,17.8666071
Łuczyce,50.1626093,20.0744995
Ługi Górzyckie,52.5153714,14.6509699
Łuków,51.9404823,22.3928588
Łuków Zapowiednik,51.9319719,22.4145881
Łuków Łapiguz,51.924509,22.3598062
Łuków Śląski,50.100714,18.4091741
Łupków,49.2472345,22.059131
Łupowo,52.7009071,15.123336
Łódź Andrzejów,51.7410347,19.6171505
Łódź Andrzejów Szosa,51.7415641,19.6129065
Łódź Arturówek,51.8154459,19.4566295
Łódź Chojny,51.7264089,19.4841953
Łódź Dąbrowa,51.7358946,19.5106059
Łódź Fabryczna,51.7695536,19.4696108
Łódź Kaliska,51.757822,19.4305417
Łódź Lublinek,51.7209139,19.3592771
Łódź Marysin,51.8001727,19.4861551
Łódź Niciarniana,51.7668148,19.5074366
Łódź Olechów Wiadukt,51.7236883,19.5436605
Łódź Olechów Wschód,51.7297931,19.5947679
Łódź Olechów Zachód,51.724925,19.5591893
Łódź Pabianicka,51.7262238,19.4453004
Łódź Radogoszcz Wschód,51.8266567,19.4433824
Łódź Radogoszcz Zachód,51.8219706,19.4157524
Łódź Retkinia,51.7403478,19.40658
Łódź Stoki,51.7765631,19.5105621
Łódź Warszawska,51.8080021,19.47123
Łódź Widzew,51.7631038,19.5438083
Łódź Żabieniec,51.7935514,19.4070192
Łąck,52.4870282,19.5960518
Łączna,50.9916624,20.7984417
Łąg,53.8309631,18.0627245
Łążek,53.6408038,18.2152945
Łęczyca,52.049237,19.1932523
Łęgajny,53.821203,20.6176464
Łęka Opatowska,51.2171846,18.0915432
Ścinawa,51.4092099,16.4214143
Ścinawka Średnia,50.5263997,16.5052266
Ślesin,53.1560955,17.7003131
Śliwice,53.7131722,18.1821261
Śliwiczki,53.6871757,18.1930053
Środa Wielkopolska,52.2183302,17.2741954
Środa Śląska,51.1894295,16.6067231
Śródborów,,
Świba,51.3007464,18.0850546
Świder,,
Świdnica Miasto,50.8412151,16.4815065
Świdnica Przedmieście,50.8350396,16.5039056
Świdnik Miasto,51.2237184,22.6954138
Świdnik Wschód,51.2210444,22.7143765
Świdwin,53.7811366,15.7727241
Świebodzice,50.8601928,16.3328311
Świebodzin,52.2452509,15.5399619
Świekatowo,53.416662,18.1048841
Świerki Dolne,50.6323853,16.4324995
Świlcza,50.0780844,21.9015429
Świnoujście,53.9045531,14.2663844
Świnoujście Port,53.9011883,14.2599428
Świnoujście Przytór,53.8974564,14.3368379
Świnoujście Warszów,53.9003099,14.2852775
Święta Katarzyna,51.0295633,17.1231438
Świętajno,53.5628484,21.2291206
Świętochłowice,50.2890774,18.9181057
Żabi Róg,53.8764039,20.0176074
Żagań,51.6037635,15.3154215
Żakowice,51.7321929,19.7910611
Żakowice Południowe,51.729869,19.7878613
Żalno,53.597648,17.7596741
Żarki-Letnisko,,
Żary,51.6343084,15.1384668
Żary Kunice,51.5993421,15.1656871
Żarów,50.9394957,16.4927789
Żednia,53.0870289,23.4699163
Żegiestów,49.3675633,20.7852637
Żegiestów-Zdrój,,
Żelistrzewo,54.674051,18.4161141
Żelisławice,50.8038128,19.858556
Żmigród,51.4753329,16.901885
Żory,50.0529697,18.7020594
Żukowo,54.3443199,18.3620729
Żukowo Wschodnie,54.3483605,18.3729708
Żulin,51.0618835,23.1719769
Żurawica,49.8199397,22.8245025
Żurawica Rozrządowa,49.8324018,22.83728
Żychlin,52.2131012,19.6188676
Życzyn,51.6477105,21.7603993
Żyrardów,52.0524718,20.4489753
Żywiec,49.6791207,19.1856696
Żórawina,50.983502,17.049605
